,0
1065,4697
1066,4708
1067,4710
1068,4712
1069,4725
1070,4734
1071,4739
1072,4741
1073,4743
1074,4747
1075,4750
1076,4756
1077,4757
1078,4764
1079,4765
1080,4769
1081,4770
1082,4771
1083,4774
1084,4781
1085,4799
1086,4804
1087,4806
1088,4807
1089,4812
1090,4821
1091,4822
1092,4823
1093,4826
1094,4846
1095,4848
1096,4853
1097,4864
1098,4866
1099,4878
1100,4881
1101,4888
1102,4889
1103,4897
1104,4900
1105,4914
1106,4916
1107,4920
1108,4929
1109,4937
1110,4940
1111,4942
1112,4943
1113,4950
1114,4952
1115,4953
1116,4960
1117,4962
1118,4965
1119,4970
1120,4974
1121,4977
1122,4978
1123,4981
1124,4983
1125,5006
1126,5008
1127,5010
1128,5015
1129,5024
1130,5028
1131,5033
1132,5034
1133,5035
1134,5036
1135,5051
1136,5052
1137,5056
1138,5057
1139,5058
1140,5059
1141,5060
1142,5063
1143,5065
1144,5073
1145,5076
1146,5094
1147,5096
1148,5111
1149,5112
1150,5116
1151,5120
1152,5125
1153,5130
1154,5135
1155,5136
1156,5137
1157,5138
1158,5142
1159,5143
1160,5158
1161,5160
1162,5168
1163,5171
1164,5176
1165,5181
1166,5182
1167,5186
1168,5188
1169,5190
1170,5192
1171,5214
1172,5218
1173,5221
1174,5233
1175,5238
1176,5240
1177,5241
1178,5243
1179,5245
1180,5246
1181,5248
1182,5251
1183,5255
1184,5257
1185,5262
1186,5268
1187,5274
1188,5285
1189,5294
1190,5299
1191,5300
1192,5301
1193,5304
1194,5306
1195,5311
1196,5313
1197,5318
1198,5322
1199,5330
1200,5334
1201,5338
1202,5339
1203,5351
1204,5356
1205,5359
1206,5363
1207,5370
1208,5372
1209,5376
1210,5378
1211,5385
1212,5386
1213,5388
1214,5389
1215,5404
1216,5409
1217,5410
1218,5415
1219,5416
1220,5420
1221,5421
1222,5433
1223,5436
1224,5439
1225,5444
1226,5446
1227,5447
1228,5449
1229,5459
1230,5461
1231,5469
1232,5478
1233,5479
1234,5486
1235,5488
1236,5492
1237,5508
1238,5515
1239,5524
1240,5534
1241,5536
1242,5542
1243,5544
1244,5548
1245,5554
1246,5557
1247,5558
1248,5567
1249,5575
1250,5577
1251,5583
1252,5588
1253,5589
1254,5594
1255,5598
1256,5610
1257,5612
1258,5618
1259,5621
1260,5625
1261,5626
1262,5631
1263,5635
1264,5637
1265,5640
1266,5644
1267,5647
1268,5649
1269,5655
1270,5660
1271,5662
1272,5664
1273,5669
1274,5672
1275,5677
1276,5679
1277,5687
1278,5690
1279,5693
1280,5698
1281,5701
1282,5702
1283,5704
1284,5708
1285,5717
1286,5718
1287,5720
1288,5721
1289,5724
1290,5728
1291,5730
1292,5737
1293,5740
1294,5747
1295,5749
1296,5752
1297,5753
1298,5764
1299,5767
1300,5771
1301,5774
1302,5780
1303,5782
1304,5783
1305,5786
1306,5789
1307,5802
1308,5805
1309,5807
1310,5818
1311,5825
1312,5827
1313,5828
1314,5833
1315,5834
1316,5835
1317,5838
1318,5839
1319,5844
1320,5847
1321,5860
1322,5865
1323,5866
1324,5872
1325,5874
1326,5875
1327,5888
1328,5891
1329,5892
1330,5893
1331,5899
1332,5902
1333,5907
1334,5925
1335,5930
1336,5933
1337,5937
1338,5938
1339,5941
1340,5944
1341,5945
1342,5950
1343,5953
1344,5956
1345,5959
1346,5962
1347,5963
1348,5969
1349,5970
1350,5971
1351,5972
1352,5973
1353,5980
1354,5984
1355,5992
1356,6004
1357,6015
1358,6018
1359,6019
1360,6027
1361,6028
1362,6033
1363,6034
1364,6040
1365,6045
1366,6047
1367,6049
1368,6052
1369,6060
1370,6061
1371,6066
1372,6073
1373,6075
1374,6080
1375,6082
1376,6084
1377,6085
1378,6086
1379,6090
1380,6097
1381,6099
1382,6106
1383,6110
1384,6114
1385,6116
1386,6117
1387,6120
1388,6121
1389,6123
1390,6137
1391,6138
1392,6140
1393,6141
1394,6142
1395,6147
1396,6148
1397,6149
1398,6150
1399,6152
1400,6154
1401,6157
1402,6158
1403,6159
1404,6175
1405,6182
1406,6187
1407,6188
1408,6189
1409,6194
1410,6204
1411,6206
1412,6211
1413,6216
1414,6217
1415,6219
1416,6222
1417,6223
1418,6226
1419,6227
1420,6228
1421,6229
1422,6232
1423,6234
1424,6237
1425,6239
1426,6254
1427,6255
1428,6261
1429,6267
1430,6268
1431,6272
1432,6276
1433,6279
1434,6288
1435,6289
1436,6291
1437,6295
1438,6299
1439,6301
1440,6304
1441,6309
1442,6317
1443,6320
1444,6321
1445,6324
1446,6325
1447,6328
1448,6329
1449,6330
1450,6332
1451,6334
1452,6338
1453,6346
1454,6353
1455,6363
1456,6365
1457,6370
1458,6372
1459,6375
1460,6376
1461,6378
1462,6380
1463,6396
1464,6398
1465,6399
1466,6400
1467,6403
1468,6407
1469,6409
1470,6411
1471,6415
1472,6427
1473,6428
1474,6431
1475,6440
1476,6441
1477,6444
1478,6445
1479,6451
1480,6459
1481,6460
1482,6465
1483,6467
1484,6472
1485,6473
1486,6474
1487,6475
1488,6476
1489,6477
1490,6482
1491,6483
1492,6487
1493,6494
1494,6498
1495,6500
1496,6504
1497,6507
1498,6523
1499,6527
1500,6536
1501,6544
1502,6545
1503,6547
1504,6552
1505,6555
1506,6557
1507,6561
1508,6570
1509,6573
1510,6577
1511,6587
1512,6588
1513,6593
1514,6595
1515,6596
1516,6601
1517,6611
1518,6619
1519,6622
1520,6623
1521,6629
1522,6635
1523,6640
1524,6646
1525,6649
1526,6655
1527,6662
1528,6667
1529,6672
1530,6676
1531,6678
1532,6680
1533,6684
1534,6687
1535,6689
1536,6691
1537,6694
1538,6697
1539,6700
1540,6701
1541,6720
1542,6725
1543,6727
1544,6735
1545,6736
1546,6748
1547,6756
1548,6758
1549,6759
1550,6767
1551,6778
1552,6782
1553,6783
1554,6785
1555,6794
1556,6796
1557,6799
1558,6801
1559,6810
1560,6812
1561,6816
1562,6823
1563,6829
1564,6834
1565,6839
1566,6842
1567,6843
1568,6845
1569,6846
1570,6853
1571,6859
1572,6861
1573,6867
1574,6875
1575,6876
1576,6885
1577,6893
1578,6900
1579,6901
1580,6902
1581,6904
1582,6906
1583,6909
1584,6915
1585,6918
1586,6926
1587,6927
1588,6930
1589,6932
1590,6933
1591,6938
1592,6941
1593,6944
1594,6948
1595,6954
1596,6967
1597,6968
1598,6973
1599,6985
1600,6989
1601,7007
1602,7010
1603,7011
1604,7014
1605,7022
1606,7033
1607,7042
1608,7047
1609,7051
1610,7053
1611,7055
1612,7056
1613,7057
1614,7066
1615,7070
1616,7072
1617,7073
1618,7074
1619,7077
1620,7079
1621,7086
1622,7087
1623,7089
1624,7091
1625,7095
1626,7099
1627,7103
1628,7104
1629,7110
1630,7112
1631,7123
1632,7131
1633,7132
1634,7133
1635,7143
1636,7148
1637,7153
1638,7156
1639,7158
1640,7160
1641,7170
1642,7179
1643,7181
1644,7185
1645,7186
1646,7192
1647,7193
1648,7204
1649,7206
1650,7213
1651,7216
1652,7225
1653,7226
1654,7233
1655,7239
1656,7242
1657,7248
1658,7250
1659,7253
1660,7255
1661,7256
1662,7257
1663,7265
1664,7267
1665,7270
1666,7274
1667,7278
1668,7289
1669,7295
1670,7304
1671,7311
1672,7312
1673,7313
1674,7321
1675,7322
1676,7324
1677,7327
1678,7330
1679,7338
1680,7343
1681,7344
1682,7350
1683,7357
1684,7358
1685,7360
1686,7362
1687,7367
1688,7369
1689,7373
1690,7375
1691,7376
1692,7383
1693,7384
1694,7396
1695,7400
1696,7406
1697,7408
1698,7411
1699,7419
1700,7423
1701,7424
1702,7425
1703,7427
1704,7429
1705,7432
1706,7433
1707,7441
1708,7448
1709,7450
1710,7451
1711,7453
1712,7454
1713,7456
1714,7458
1715,7459
1716,7463
1717,7467
1718,7472
1719,7475
1720,7481
1721,7492
1722,7494
1723,7495
1724,7500
1725,7507
1726,7510
1727,7511
1728,7512
1729,7514
1730,7516
1731,7521
1732,7529
1733,7530
1734,7532
1735,7533
1736,7538
1737,7545
1738,7550
1739,7553
1740,7557
1741,7558
1742,7565
1743,7567
1744,7574
1745,7577
1746,7579
1747,7580
1748,7583
1749,7585
1750,7588
1751,7598
1752,7600
1753,7604
1754,7607
1755,7620
1756,7628
1757,7631
1758,7633
1759,7637
1760,7639
1761,7645
1762,7650
1763,7657
1764,7665
1765,7668
1766,7672
1767,7673
1768,7677
1769,7688
1770,7693
1771,7701
1772,7713
1773,7714
1774,7715
1775,7717
1776,7720
1777,7724
1778,7725
1779,7729
1780,7734
1781,7737
1782,7745
1783,7746
1784,7747
1785,7753
1786,7769
1787,7772
1788,7780
1789,7782
1790,7789
1791,7795
1792,7799
1793,7804
1794,7816
1795,7828
1796,7829
1797,7830
1798,7835
1799,7837
1800,7843
1801,7849
1802,7852
1803,7853
1804,7859
1805,7860
1806,7863
1807,7865
1808,7870
1809,7875
1810,7876
1811,7880
1812,7885
1813,7886
1814,7887
1815,7893
1816,7898
1817,7902
1818,7904
1819,7908
1820,7914
1821,7916
1822,7922
1823,7923
1824,7924
1825,7929
1826,7930
1827,7943
1828,7944
1829,7945
1830,7947
1831,7957
1832,7963
1833,7968
1834,7970
1835,7975
1836,7980
1837,7983
1838,7984
1839,7989
1840,7996
1841,7997
1842,8000
1843,8004
1844,8005
1845,8007
1846,8024
1847,8026
1848,8027
1849,8035
1850,8038
1851,8039
1852,8040
1853,8041
1854,8046
1855,8047
1856,8050
1857,8053
1858,8054
1859,8055
1860,8058
1861,8066
1862,8069
1863,8071
1864,8088
1865,8103
1866,8114
1867,8115
1868,8118
1869,8123
1870,8127
1871,8128
1872,8131
1873,8134
1874,8138
1875,8140
1876,8141
1877,8145
1878,8151
1879,8152
1880,8160
1881,8161
1882,8162
1883,8163
1884,8166
1885,8169
1886,8170
1887,8177
1888,8181
1889,8183
1890,8190
1891,8191
1892,8199
1893,8201
1894,8203
1895,8212
1896,8219
1897,8222
1898,8225
1899,8226
1900,8230
1901,8233
1902,8244
1903,8246
1904,8247
1905,8249
1906,8252
1907,8256
1908,8258
1909,8263
1910,8265
1911,8272
1912,8275
1913,8282
1914,8294
1915,8298
1916,8302
1917,8306
1918,8310
1919,8311
1920,8313
1921,8316
1922,8317
1923,8319
1924,8322
1925,8331
1926,8334
1927,8335
1928,8337
1929,8342
1930,8344
1931,8346
1932,8348
1933,8354
1934,8359
1935,8361
1936,8364
1937,8369
1938,8376
1939,8377
1940,8390
1941,8403
1942,8407
1943,8414
1944,8424
1945,8425
1946,8427
1947,8428
1948,8432
1949,8435
1950,8436
1951,8438
1952,8447
1953,8451
1954,8452
1955,8454
1956,8455
1957,8458
1958,8459
1959,8462
1960,8463
1961,8470
1962,8476
1963,8481
1964,8484
1965,8491
1966,8492
1967,8493
1968,8496
1969,8504
1970,8505
1971,8506
1972,8511
1973,8522
1974,8524
1975,8532
1976,8533
1977,8534
1978,8541
1979,8542
1980,8543
1981,8544
1982,8551
1983,8561
1984,8568
1985,8570
1986,8572
1987,8579
1988,8583
1989,8586
1990,8590
1991,8593
1992,8594
1993,8610
1994,8614
1995,8618
1996,8619
1997,8623
1998,8626
1999,8628
2000,8629
2001,8639
2002,8644
2003,8646
2004,8651
2005,8659
2006,8664
2007,8671
2008,8672
2009,8683
2010,8690
2011,8691
2012,8694
2013,8699
2014,8707
2015,8711
2016,8719
2017,8720
2018,8724
2019,8726
2020,8728
2021,8731
2022,8732
2023,8734
2024,8735
2025,8740
2026,8745
2027,8748
2028,8756
2029,8763
2030,8773
2031,8776
2032,8780
2033,8781
2034,8806
2035,8807
2036,8810
2037,8811
2038,8825
2039,8827
2040,8841
2041,8844
2042,8847
2043,8849
2044,8853
2045,8854
2046,8862
2047,8864
2048,8870
2049,8873
2050,8875
2051,8877
2052,8883
2053,8884
2054,8885
2055,8894
2056,8896
2057,8901
2058,8906
2059,8910
2060,8914
2061,8923
2062,8936
2063,8940
2064,8943
2065,8946
2066,8947
2067,8950
2068,8951
2069,8953
2070,8961
2071,8969
2072,8980
2073,8983
2074,8988
2075,8990
2076,8992
2077,8994
2078,8998
2079,9001
2080,9007
2081,9008
2082,9011
2083,9025
2084,9035
2085,9036
2086,9041
2087,9045
2088,9046
2089,9047
2090,9052
2091,9053
2092,9054
2093,9055
2094,9059
2095,9061
2096,9063
2097,9065
2098,9069
2099,9076
2100,9085
2101,9086
2102,9090
2103,9094
2104,9102
2105,9103
2106,9105
2107,9106
2108,9109
2109,9113
2110,9128
2111,9129
2112,9132
2113,9137
2114,9139
2115,9140
2116,9147
2117,9149
2118,9154
2119,9155
2120,9157
2121,9158
2122,9160
2123,9168
2124,9170
2125,9173
2126,9180
2127,9185
2128,9186
2129,9189
2130,9191
2131,9193
2132,9195
2133,9197
2134,9198
2135,9205
2136,9210
2137,9211
2138,9223
2139,9227
2140,9228
2141,9229
2142,9230
2143,9232
2144,9233
2145,9235
2146,9239
2147,9244
2148,9245
2149,9247
2150,9250
2151,9251
2152,9254
2153,9255
2154,9258
2155,9266
2156,9270
2157,9271
2158,9273
2159,9281
2160,9285
2161,9286
2162,9293
2163,9298
2164,9299
2165,9300
2166,9311
2167,9324
2168,9326
2169,9327
2170,9330
2171,9333
2172,9336
2173,9344
2174,9352
2175,9353
2176,9368
2177,9372
2178,9376
2179,9378
2180,9381
2181,9382
2182,9383
2183,9396
2184,9404
2185,9418
2186,9420
2187,9421
2188,9424
2189,9425
2190,9431
2191,9433
2192,9438
2193,9441
2194,9448
2195,9449
2196,9462
2197,9465
2198,9477
2199,9484
2200,9486
2201,9494
2202,9495
2203,9499
2204,9502
2205,9503
2206,9510
2207,9513
2208,9515
2209,9519
2210,9520
2211,9524
2212,9527
2213,9540
2214,9546
2215,9556
2216,9575
2217,9579
2218,9580
2219,9589
2220,9594
2221,9597
2222,9604
2223,9612
2224,9613
2225,9615
2226,9616
2227,9622
2228,9625
2229,9628
2230,9629
2231,9631
2232,9640
2233,9644
2234,9647
2235,9649
2236,9652
2237,9658
2238,9663
2239,9665
2240,9666
2241,9667
2242,9668
2243,9674
2244,9676
2245,9679
2246,9684
2247,9695
2248,9703
2249,9705
2250,9706
2251,9707
2252,9710
2253,9717
2254,9719
2255,9721
2256,9727
2257,9730
2258,9750
2259,9751
2260,9755
2261,9757
2262,9758
2263,9764
2264,9765
2265,9768
2266,9771
2267,9775
2268,9779
2269,9783
2270,9784
2271,9792
2272,9794
2273,9820
2274,9824
2275,9834
2276,9839
2277,9842
2278,9848
2279,9861
2280,9871
2281,9872
2282,9875
2283,9877
2284,9882
2285,9883
2286,9886
2287,9894
2288,9911
2289,9915
2290,9923
2291,9929
2292,9930
2293,9935
2294,9937
2295,9941
2296,9944
2297,9945
2298,9952
2299,9955
2300,9959
2301,9962
2302,9970
2303,9979
2304,9980
2305,9989
2306,9990
2307,9992
2308,9997
2309,9998
2310,10000
2311,10002
2312,10008
2313,10017
2314,10023
2315,10025
2316,10051
2317,10054
2318,10056
2319,10058
2320,10075
2321,10081
2322,10087
2323,10105
2324,10107
2325,10108
2326,10113
2327,10126
2328,10130
2329,10136
2330,10137
2331,10140
2332,10146
2333,10149
2334,10156
2335,10159
2336,10162
2337,10172
2338,10174
2339,10177
2340,10178
2341,10180
2342,10184
2343,10190
2344,10192
2345,10198
2346,10199
2347,10211
2348,10212
2349,10214
2350,10222
2351,10227
2352,10228
2353,10230
2354,10237
2355,10239
2356,10249
2357,10250
2358,10256
2359,10260
2360,10269
2361,10270
2362,10271
2363,10272
2364,10273
2365,10279
2366,10280
2367,10285
2368,10291
2369,10294
2370,10299
2371,10302
2372,10303
2373,10307
2374,10311
2375,10321
2376,10336
2377,10339
2378,10341
2379,10350
2380,10351
2381,10373
2382,10378
2383,10388
2384,10391
2385,10396
2386,10404
2387,10410
2388,10428
2389,10432
2390,10435
2391,10437
2392,10438
2393,10449
2394,10465
2395,10466
2396,10470
2397,10471
2398,10472
2399,10474
2400,10476
2401,10481
2402,10483
2403,10490
2404,10494
2405,10508
2406,10510
2407,10515
2408,10529
2409,10547
2410,10548
2411,10553
2412,10560
2413,10584
2414,10585
2415,10590
2416,10591
2417,10603
2418,10609
2419,10610
2420,10613
2421,10615
2422,10620
2423,10623
2424,10626
2425,10629
2426,10636
2427,10642
2428,10644
2429,10648
2430,10649
2431,10653
2432,10655
2433,10661
2434,10662
2435,10669
2436,10670
2437,10673
2438,10675
2439,10682
2440,10685
2441,10686
2442,10694
2443,10703
2444,10712
2445,10715
2446,10721
2447,10734
2448,10735
2449,10736
2450,10744
2451,10749
2452,10751
2453,10752
2454,10754
2455,10758
2456,10760
2457,10762
2458,10766
2459,10770
2460,10772
2461,10788
2462,10790
2463,10793
2464,10799
2465,10804
2466,10805
2467,10810
2468,10815
2469,10819
2470,10820
2471,10823
2472,10825
2473,10830
2474,10831
2475,10838
2476,10846
2477,10859
2478,10862
2479,10866
2480,10868
2481,10869
2482,10876
2483,10879
2484,10883
2485,10885
2486,10886
2487,10899
2488,10904
2489,10909
2490,10921
2491,10925
2492,10928
2493,10931
2494,10932
2495,10933
2496,10934
2497,10935
2498,10937
2499,10946
2500,10956
2501,10957
2502,10958
2503,10959
2504,10961
2505,10962
2506,10968
2507,10972
2508,10974
2509,10984
2510,10988
2511,10990
2512,10996
2513,10998
2514,10999
2515,11000
2516,11002
2517,11003
2518,11005
2519,11008
2520,11009
2521,11010
2522,11014
2523,11017
2524,11021
2525,11024
2526,11027
2527,11030
2528,11037
2529,11039
2530,11044
2531,11049
2532,11058
2533,11064
